"Designator","Footprint","Mid X","Mid Y","Ref X","Ref Y","Pad X","Pad Y","Layer","Rotation","Comment"
"LED75","LED_WS2812C-2020","272.5mm","38mm","272.5mm","38mm","273.5mm","37.5mm","T","360.00","WS2812C-2020"
"LED103","LED_WS2812C-2020","272.5mm","52mm","272.5mm","52mm","273.5mm","51.5mm","T","360.00","WS2812C-2020"
"LED131","LED_WS2812C-2020","272.5mm","66mm","272.5mm","66mm","273.5mm","65.5mm","T","360.00","WS2812C-2020"
"LED159","LED_WS2812C-2020","272.5mm","80mm","272.5mm","80mm","273.5mm","79.5mm","T","360.00","WS2812C-2020"
"LED187","LED_WS2812C-2020","272.5mm","94mm","272.5mm","94mm","273.5mm","93.5mm","T","360.00","WS2812C-2020"
"LED215","LED_WS2812C-2020","272.5mm","108mm","272.5mm","108mm","273.5mm","107.5mm","T","360.00","WS2812C-2020"
"LED243","LED_WS2812C-2020","272.5mm","122mm","272.5mm","122mm","273.5mm","121.5mm","T","360.00","WS2812C-2020"
"LED271","LED_WS2812C-2020","272.5mm","136mm","272.5mm","136mm","273.5mm","135.5mm","T","360.00","WS2812C-2020"
"LED299","LED_WS2812C-2020","272.5mm","150mm","272.5mm","150mm","273.5mm","149.5mm","T","360.00","WS2812C-2020"
"LED327","LED_WS2812C-2020","272.5mm","164mm","272.5mm","164mm","273.5mm","163.5mm","T","360.00","WS2812C-2020"
"LED355","LED_WS2812C-2020","272.5mm","178mm","272.5mm","178mm","273.5mm","177.5mm","T","360.00","WS2812C-2020"
"LED383","LED_WS2812C-2020","272.5mm","192mm","272.5mm","192mm","273.5mm","191.5mm","T","360.00","WS2812C-2020"
"LED411","LED_WS2812C-2020","272.5mm","206mm","272.5mm","206mm","273.5mm","205.5mm","T","360.00","WS2812C-2020"
"LED439","LED_WS2812C-2020","272.5mm","220mm","272.5mm","220mm","273.5mm","219.5mm","T","360.00","WS2812C-2020"
"LED467","LED_WS2812C-2020","272.5mm","234mm","272.5mm","234mm","273.5mm","233.5mm","T","360.00","WS2812C-2020"
"LED495","LED_WS2812C-2020","272.5mm","248mm","272.5mm","248mm","273.5mm","247.5mm","T","360.00","WS2812C-2020"
"LED523","LED_WS2812C-2020","272.5mm","262mm","272.5mm","262mm","273.5mm","261.5mm","T","360.00","WS2812C-2020"
"LED551","LED_WS2812C-2020","272.5mm","276mm","272.5mm","276mm","273.5mm","275.5mm","T","360.00","WS2812C-2020"
"LED579","LED_WS2812C-2020","272.5mm","290mm","272.5mm","290mm","273.5mm","289.5mm","T","360.00","WS2812C-2020"
"LED607","LED_WS2812C-2020","272.5mm","304mm","272.5mm","304mm","273.5mm","303.5mm","T","360.00","WS2812C-2020"
"LED635","LED_WS2812C-2020","272.5mm","318mm","272.5mm","318mm","273.5mm","317.5mm","T","360.00","WS2812C-2020"
"LED663","LED_WS2812C-2020","272.5mm","332mm","272.5mm","332mm","273.5mm","331.5mm","T","360.00","WS2812C-2020"
"LED691","LED_WS2812C-2020","272.5mm","346mm","272.5mm","346mm","273.5mm","345.5mm","T","360.00","WS2812C-2020"
"LED719","LED_WS2812C-2020","272.5mm","360mm","272.5mm","360mm","273.5mm","359.5mm","T","360.00","WS2812C-2020"
"LED747","LED_WS2812C-2020","272.5mm","374mm","272.5mm","374mm","273.5mm","373.5mm","T","360.00","WS2812C-2020"
"LED775","LED_WS2812C-2020","272.5mm","388mm","272.5mm","388mm","273.5mm","387.5mm","T","360.00","WS2812C-2020"
"LED803","LED_WS2812C-2020","272.5mm","402mm","272.5mm","402mm","273.5mm","401.5mm","T","360.00","WS2812C-2020"
"LED831","LED_WS2812C-2020","272.5mm","416mm","272.5mm","416mm","273.5mm","415.5mm","T","360.00","WS2812C-2020"
"LED859","LED_WS2812C-2020","272.5mm","430mm","272.5mm","430mm","273.5mm","429.5mm","T","360.00","WS2812C-2020"
"LED887","LED_WS2812C-2020","272.5mm","444mm","272.5mm","444mm","273.5mm","443.5mm","T","360.00","WS2812C-2020"
"LED915","LED_WS2812C-2020","272.5mm","458mm","272.5mm","458mm","273.5mm","457.5mm","T","360.00","WS2812C-2020"
"LED943","LED_WS2812C-2020","272.5mm","472mm","272.5mm","472mm","273.5mm","471.5mm","T","360.00","WS2812C-2020"
"LED971","LED_WS2812C-2020","272.5mm","486mm","272.5mm","486mm","273.5mm","485.5mm","T","360.00","WS2812C-2020"
"C47","C_1608","272.5mm","24mm","272.5mm","24mm","272.5mm","23.3mm","B","90.00","104"
"C75","C_1608","272.5mm","38mm","272.5mm","38mm","272.5mm","37.3mm","B","90.00","104"
"C103","C_1608","272.5mm","52mm","272.5mm","52mm","272.5mm","51.3mm","B","90.00","104"
"C131","C_1608","272.5mm","66mm","272.5mm","66mm","272.5mm","65.3mm","B","90.00","104"
"C159","C_1608","272.5mm","80mm","272.5mm","80mm","272.5mm","79.3mm","B","90.00","104"
"C187","C_1608","272.5mm","94mm","272.5mm","94mm","272.5mm","93.3mm","B","90.00","104"
"C215","C_1608","272.5mm","108mm","272.5mm","108mm","272.5mm","107.3mm","B","90.00","104"
"C243","C_1608","272.5mm","122mm","272.5mm","122mm","272.5mm","121.3mm","B","90.00","104"
"C271","C_1608","272.5mm","136mm","272.5mm","136mm","272.5mm","135.3mm","B","90.00","104"
"C299","C_1608","272.5mm","150mm","272.5mm","150mm","272.5mm","149.3mm","B","90.00","104"
"C327","C_1608","272.5mm","164mm","272.5mm","164mm","272.5mm","163.3mm","B","90.00","104"
"C355","C_1608","272.5mm","178mm","272.5mm","178mm","272.5mm","177.3mm","B","90.00","104"
"C383","C_1608","272.5mm","192mm","272.5mm","192mm","272.5mm","191.3mm","B","90.00","104"
"C411","C_1608","272.5mm","206mm","272.5mm","206mm","272.5mm","205.3mm","B","90.00","104"
"C439","C_1608","272.5mm","220mm","272.5mm","220mm","272.5mm","219.3mm","B","90.00","104"
"C467","C_1608","272.5mm","234mm","272.5mm","234mm","272.5mm","233.3mm","B","90.00","104"
"C495","C_1608","272.5mm","248mm","272.5mm","248mm","272.5mm","247.3mm","B","90.00","104"
"C523","C_1608","272.5mm","262mm","272.5mm","262mm","272.5mm","261.3mm","B","90.00","104"
"C551","C_1608","272.5mm","276mm","272.5mm","276mm","272.5mm","275.3mm","B","90.00","104"
"C579","C_1608","272.5mm","290mm","272.5mm","290mm","272.5mm","289.3mm","B","90.00","104"
"C607","C_1608","272.5mm","304mm","272.5mm","304mm","272.5mm","303.3mm","B","90.00","104"
"C635","C_1608","272.5mm","318mm","272.5mm","318mm","272.5mm","317.3mm","B","90.00","104"
"C663","C_1608","272.5mm","332mm","272.5mm","332mm","272.5mm","331.3mm","B","90.00","104"
"C691","C_1608","272.5mm","346mm","272.5mm","346mm","272.5mm","345.3mm","B","90.00","104"
"C719","C_1608","272.5mm","360mm","272.5mm","360mm","272.5mm","359.3mm","B","90.00","104"
"C747","C_1608","272.5mm","374mm","272.5mm","374mm","272.5mm","373.3mm","B","90.00","104"
"C775","C_1608","272.5mm","388mm","272.5mm","388mm","272.5mm","387.3mm","B","90.00","104"
"C803","C_1608","272.5mm","402mm","272.5mm","402mm","272.5mm","401.3mm","B","90.00","104"
"C831","C_1608","272.5mm","416mm","272.5mm","416mm","272.5mm","415.3mm","B","90.00","104"
"C859","C_1608","272.5mm","430mm","272.5mm","430mm","272.5mm","429.3mm","B","90.00","104"
"C887","C_1608","272.5mm","444mm","272.5mm","444mm","272.5mm","443.3mm","B","90.00","104"
"C915","C_1608","272.5mm","458mm","272.5mm","458mm","272.5mm","457.3mm","B","90.00","104"
"C943","C_1608","272.5mm","472mm","272.5mm","472mm","272.5mm","471.3mm","B","90.00","104"
"C971","C_1608","272.5mm","486mm","272.5mm","486mm","272.5mm","485.3mm","B","90.00","104"
"LED48","LED_WS2812C-2020","286.5mm","24mm","286.5mm","24mm","287.5mm","23.5mm","T","360.00","WS2812C-2020"
"LED76","LED_WS2812C-2020","286.5mm","38mm","286.5mm","38mm","287.5mm","37.5mm","T","360.00","WS2812C-2020"
"LED104","LED_WS2812C-2020","286.5mm","52mm","286.5mm","52mm","287.5mm","51.5mm","T","360.00","WS2812C-2020"
"LED132","LED_WS2812C-2020","286.5mm","66mm","286.5mm","66mm","287.5mm","65.5mm","T","360.00","WS2812C-2020"
"LED160","LED_WS2812C-2020","286.5mm","80mm","286.5mm","80mm","287.5mm","79.5mm","T","360.00","WS2812C-2020"
"LED188","LED_WS2812C-2020","286.5mm","94mm","286.5mm","94mm","287.5mm","93.5mm","T","360.00","WS2812C-2020"
"LED216","LED_WS2812C-2020","286.5mm","108mm","286.5mm","108mm","287.5mm","107.5mm","T","360.00","WS2812C-2020"
"LED244","LED_WS2812C-2020","286.5mm","122mm","286.5mm","122mm","287.5mm","121.5mm","T","360.00","WS2812C-2020"
"LED272","LED_WS2812C-2020","286.5mm","136mm","286.5mm","136mm","287.5mm","135.5mm","T","360.00","WS2812C-2020"
"LED300","LED_WS2812C-2020","286.5mm","150mm","286.5mm","150mm","287.5mm","149.5mm","T","360.00","WS2812C-2020"
"LED328","LED_WS2812C-2020","286.5mm","164mm","286.5mm","164mm","287.5mm","163.5mm","T","360.00","WS2812C-2020"
"LED356","LED_WS2812C-2020","286.5mm","178mm","286.5mm","178mm","287.5mm","177.5mm","T","360.00","WS2812C-2020"
"LED384","LED_WS2812C-2020","286.5mm","192mm","286.5mm","192mm","287.5mm","191.5mm","T","360.00","WS2812C-2020"
"LED412","LED_WS2812C-2020","286.5mm","206mm","286.5mm","206mm","287.5mm","205.5mm","T","360.00","WS2812C-2020"
"LED440","LED_WS2812C-2020","286.5mm","220mm","286.5mm","220mm","287.5mm","219.5mm","T","360.00","WS2812C-2020"
"LED468","LED_WS2812C-2020","286.5mm","234mm","286.5mm","234mm","287.5mm","233.5mm","T","360.00","WS2812C-2020"
"LED496","LED_WS2812C-2020","286.5mm","248mm","286.5mm","248mm","287.5mm","247.5mm","T","360.00","WS2812C-2020"
"LED524","LED_WS2812C-2020","286.5mm","262mm","286.5mm","262mm","287.5mm","261.5mm","T","360.00","WS2812C-2020"
"LED552","LED_WS2812C-2020","286.5mm","276mm","286.5mm","276mm","287.5mm","275.5mm","T","360.00","WS2812C-2020"
"LED580","LED_WS2812C-2020","286.5mm","290mm","286.5mm","290mm","287.5mm","289.5mm","T","360.00","WS2812C-2020"
"LED608","LED_WS2812C-2020","286.5mm","304mm","286.5mm","304mm","287.5mm","303.5mm","T","360.00","WS2812C-2020"
"LED636","LED_WS2812C-2020","286.5mm","318mm","286.5mm","318mm","287.5mm","317.5mm","T","360.00","WS2812C-2020"
"LED664","LED_WS2812C-2020","286.5mm","332mm","286.5mm","332mm","287.5mm","331.5mm","T","360.00","WS2812C-2020"
"LED692","LED_WS2812C-2020","286.5mm","346mm","286.5mm","346mm","287.5mm","345.5mm","T","360.00","WS2812C-2020"
"LED720","LED_WS2812C-2020","286.5mm","360mm","286.5mm","360mm","287.5mm","359.5mm","T","360.00","WS2812C-2020"
"LED748","LED_WS2812C-2020","286.5mm","374mm","286.5mm","374mm","287.5mm","373.5mm","T","360.00","WS2812C-2020"
"LED776","LED_WS2812C-2020","286.5mm","388mm","286.5mm","388mm","287.5mm","387.5mm","T","360.00","WS2812C-2020"
"LED804","LED_WS2812C-2020","286.5mm","402mm","286.5mm","402mm","287.5mm","401.5mm","T","360.00","WS2812C-2020"
"LED832","LED_WS2812C-2020","286.5mm","416mm","286.5mm","416mm","287.5mm","415.5mm","T","360.00","WS2812C-2020"
"LED860","LED_WS2812C-2020","286.5mm","430mm","286.5mm","430mm","287.5mm","429.5mm","T","360.00","WS2812C-2020"
"LED888","LED_WS2812C-2020","286.5mm","444mm","286.5mm","444mm","287.5mm","443.5mm","T","360.00","WS2812C-2020"
"LED916","LED_WS2812C-2020","286.5mm","458mm","286.5mm","458mm","287.5mm","457.5mm","T","360.00","WS2812C-2020"
"LED944","LED_WS2812C-2020","286.5mm","472mm","286.5mm","472mm","287.5mm","471.5mm","T","360.00","WS2812C-2020"
"LED972","LED_WS2812C-2020","286.5mm","486mm","286.5mm","486mm","287.5mm","485.5mm","T","360.00","WS2812C-2020"
"C48","C_1608","286.5mm","24mm","286.5mm","24mm","286.5mm","23.3mm","B","90.00","104"
"C76","C_1608","286.5mm","38mm","286.5mm","38mm","286.5mm","37.3mm","B","90.00","104"
"C104","C_1608","286.5mm","52mm","286.5mm","52mm","286.5mm","51.3mm","B","90.00","104"
"C132","C_1608","286.5mm","66mm","286.5mm","66mm","286.5mm","65.3mm","B","90.00","104"
"C160","C_1608","286.5mm","80mm","286.5mm","80mm","286.5mm","79.3mm","B","90.00","104"
"C188","C_1608","286.5mm","94mm","286.5mm","94mm","286.5mm","93.3mm","B","90.00","104"
"C216","C_1608","286.5mm","108mm","286.5mm","108mm","286.5mm","107.3mm","B","90.00","104"
"C244","C_1608","286.5mm","122mm","286.5mm","122mm","286.5mm","121.3mm","B","90.00","104"
"C272","C_1608","286.5mm","136mm","286.5mm","136mm","286.5mm","135.3mm","B","90.00","104"
"C300","C_1608","286.5mm","150mm","286.5mm","150mm","286.5mm","149.3mm","B","90.00","104"
"C328","C_1608","286.5mm","164mm","286.5mm","164mm","286.5mm","163.3mm","B","90.00","104"
"C356","C_1608","286.5mm","178mm","286.5mm","178mm","286.5mm","177.3mm","B","90.00","104"
"C384","C_1608","286.5mm","192mm","286.5mm","192mm","286.5mm","191.3mm","B","90.00","104"
"C412","C_1608","286.5mm","206mm","286.5mm","206mm","286.5mm","205.3mm","B","90.00","104"
"C440","C_1608","286.5mm","220mm","286.5mm","220mm","286.5mm","219.3mm","B","90.00","104"
"C468","C_1608","286.5mm","234mm","286.5mm","234mm","286.5mm","233.3mm","B","90.00","104"
"C496","C_1608","286.5mm","248mm","286.5mm","248mm","286.5mm","247.3mm","B","90.00","104"
"C524","C_1608","286.5mm","262mm","286.5mm","262mm","286.5mm","261.3mm","B","90.00","104"
"C552","C_1608","286.5mm","276mm","286.5mm","276mm","286.5mm","275.3mm","B","90.00","104"
"C580","C_1608","286.5mm","290mm","286.5mm","290mm","286.5mm","289.3mm","B","90.00","104"
"C608","C_1608","286.5mm","304mm","286.5mm","304mm","286.5mm","303.3mm","B","90.00","104"
"C636","C_1608","286.5mm","318mm","286.5mm","318mm","286.5mm","317.3mm","B","90.00","104"
"C664","C_1608","286.5mm","332mm","286.5mm","332mm","286.5mm","331.3mm","B","90.00","104"
"C692","C_1608","286.5mm","346mm","286.5mm","346mm","286.5mm","345.3mm","B","90.00","104"
"C720","C_1608","286.5mm","360mm","286.5mm","360mm","286.5mm","359.3mm","B","90.00","104"
"C748","C_1608","286.5mm","374mm","286.5mm","374mm","286.5mm","373.3mm","B","90.00","104"
"C776","C_1608","286.5mm","388mm","286.5mm","388mm","286.5mm","387.3mm","B","90.00","104"
"C804","C_1608","286.5mm","402mm","286.5mm","402mm","286.5mm","401.3mm","B","90.00","104"
"C832","C_1608","286.5mm","416mm","286.5mm","416mm","286.5mm","415.3mm","B","90.00","104"
"C860","C_1608","286.5mm","430mm","286.5mm","430mm","286.5mm","429.3mm","B","90.00","104"
"C888","C_1608","286.5mm","444mm","286.5mm","444mm","286.5mm","443.3mm","B","90.00","104"
"C916","C_1608","286.5mm","458mm","286.5mm","458mm","286.5mm","457.3mm","B","90.00","104"
"C944","C_1608","286.5mm","472mm","286.5mm","472mm","286.5mm","471.3mm","B","90.00","104"
"C972","C_1608","286.5mm","486mm","286.5mm","486mm","286.5mm","485.3mm","B","90.00","104"
"LED49","LED_WS2812C-2020","300.5mm","24mm","300.5mm","24mm","301.5mm","23.5mm","T","360.00","WS2812C-2020"
"LED77","LED_WS2812C-2020","300.5mm","38mm","300.5mm","38mm","301.5mm","37.5mm","T","360.00","WS2812C-2020"
"LED105","LED_WS2812C-2020","300.5mm","52mm","300.5mm","52mm","301.5mm","51.5mm","T","360.00","WS2812C-2020"
"LED133","LED_WS2812C-2020","300.5mm","66mm","300.5mm","66mm","301.5mm","65.5mm","T","360.00","WS2812C-2020"
"LED161","LED_WS2812C-2020","300.5mm","80mm","300.5mm","80mm","301.5mm","79.5mm","T","360.00","WS2812C-2020"
"LED189","LED_WS2812C-2020","300.5mm","94mm","300.5mm","94mm","301.5mm","93.5mm","T","360.00","WS2812C-2020"
"LED217","LED_WS2812C-2020","300.5mm","108mm","300.5mm","108mm","301.5mm","107.5mm","T","360.00","WS2812C-2020"
"LED245","LED_WS2812C-2020","300.5mm","122mm","300.5mm","122mm","301.5mm","121.5mm","T","360.00","WS2812C-2020"
"LED273","LED_WS2812C-2020","300.5mm","136mm","300.5mm","136mm","301.5mm","135.5mm","T","360.00","WS2812C-2020"
"LED301","LED_WS2812C-2020","300.5mm","150mm","300.5mm","150mm","301.5mm","149.5mm","T","360.00","WS2812C-2020"
"LED329","LED_WS2812C-2020","300.5mm","164mm","300.5mm","164mm","301.5mm","163.5mm","T","360.00","WS2812C-2020"
"LED357","LED_WS2812C-2020","300.5mm","178mm","300.5mm","178mm","301.5mm","177.5mm","T","360.00","WS2812C-2020"
"LED385","LED_WS2812C-2020","300.5mm","192mm","300.5mm","192mm","301.5mm","191.5mm","T","360.00","WS2812C-2020"
"LED413","LED_WS2812C-2020","300.5mm","206mm","300.5mm","206mm","301.5mm","205.5mm","T","360.00","WS2812C-2020"
"LED441","LED_WS2812C-2020","300.5mm","220mm","300.5mm","220mm","301.5mm","219.5mm","T","360.00","WS2812C-2020"
"LED469","LED_WS2812C-2020","300.5mm","234mm","300.5mm","234mm","301.5mm","233.5mm","T","360.00","WS2812C-2020"
"LED497","LED_WS2812C-2020","300.5mm","248mm","300.5mm","248mm","301.5mm","247.5mm","T","360.00","WS2812C-2020"
"LED525","LED_WS2812C-2020","300.5mm","262mm","300.5mm","262mm","301.5mm","261.5mm","T","360.00","WS2812C-2020"
"LED553","LED_WS2812C-2020","300.5mm","276mm","300.5mm","276mm","301.5mm","275.5mm","T","360.00","WS2812C-2020"
"LED581","LED_WS2812C-2020","300.5mm","290mm","300.5mm","290mm","301.5mm","289.5mm","T","360.00","WS2812C-2020"
"LED609","LED_WS2812C-2020","300.5mm","304mm","300.5mm","304mm","301.5mm","303.5mm","T","360.00","WS2812C-2020"
"LED637","LED_WS2812C-2020","300.5mm","318mm","300.5mm","318mm","301.5mm","317.5mm","T","360.00","WS2812C-2020"
"LED665","LED_WS2812C-2020","300.5mm","332mm","300.5mm","332mm","301.5mm","331.5mm","T","360.00","WS2812C-2020"
"LED693","LED_WS2812C-2020","300.5mm","346mm","300.5mm","346mm","301.5mm","345.5mm","T","360.00","WS2812C-2020"
"LED721","LED_WS2812C-2020","300.5mm","360mm","300.5mm","360mm","301.5mm","359.5mm","T","360.00","WS2812C-2020"
"LED749","LED_WS2812C-2020","300.5mm","374mm","300.5mm","374mm","301.5mm","373.5mm","T","360.00","WS2812C-2020"
"LED777","LED_WS2812C-2020","300.5mm","388mm","300.5mm","388mm","301.5mm","387.5mm","T","360.00","WS2812C-2020"
"LED805","LED_WS2812C-2020","300.5mm","402mm","300.5mm","402mm","301.5mm","401.5mm","T","360.00","WS2812C-2020"
"LED833","LED_WS2812C-2020","300.5mm","416mm","300.5mm","416mm","301.5mm","415.5mm","T","360.00","WS2812C-2020"
"LED861","LED_WS2812C-2020","300.5mm","430mm","300.5mm","430mm","301.5mm","429.5mm","T","360.00","WS2812C-2020"
"LED889","LED_WS2812C-2020","300.5mm","444mm","300.5mm","444mm","301.5mm","443.5mm","T","360.00","WS2812C-2020"
"LED917","LED_WS2812C-2020","300.5mm","458mm","300.5mm","458mm","301.5mm","457.5mm","T","360.00","WS2812C-2020"
"LED945","LED_WS2812C-2020","300.5mm","472mm","300.5mm","472mm","301.5mm","471.5mm","T","360.00","WS2812C-2020"
"LED973","LED_WS2812C-2020","300.5mm","486mm","300.5mm","486mm","301.5mm","485.5mm","T","360.00","WS2812C-2020"
"C49","C_1608","300.5mm","24mm","300.5mm","24mm","300.5mm","23.3mm","B","90.00","104"
"C77","C_1608","300.5mm","38mm","300.5mm","38mm","300.5mm","37.3mm","B","90.00","104"
"C105","C_1608","300.5mm","52mm","300.5mm","52mm","300.5mm","51.3mm","B","90.00","104"
"C133","C_1608","300.5mm","66mm","300.5mm","66mm","300.5mm","65.3mm","B","90.00","104"
"C161","C_1608","300.5mm","80mm","300.5mm","80mm","300.5mm","79.3mm","B","90.00","104"
"C189","C_1608","300.5mm","94mm","300.5mm","94mm","300.5mm","93.3mm","B","90.00","104"
"C217","C_1608","300.5mm","108mm","300.5mm","108mm","300.5mm","107.3mm","B","90.00","104"
"C245","C_1608","300.5mm","122mm","300.5mm","122mm","300.5mm","121.3mm","B","90.00","104"
"C273","C_1608","300.5mm","136mm","300.5mm","136mm","300.5mm","135.3mm","B","90.00","104"
"C301","C_1608","300.5mm","150mm","300.5mm","150mm","300.5mm","149.3mm","B","90.00","104"
"C329","C_1608","300.5mm","164mm","300.5mm","164mm","300.5mm","163.3mm","B","90.00","104"
"C357","C_1608","300.5mm","178mm","300.5mm","178mm","300.5mm","177.3mm","B","90.00","104"
"C385","C_1608","300.5mm","192mm","300.5mm","192mm","300.5mm","191.3mm","B","90.00","104"
"C413","C_1608","300.5mm","206mm","300.5mm","206mm","300.5mm","205.3mm","B","90.00","104"
"C441","C_1608","300.5mm","220mm","300.5mm","220mm","300.5mm","219.3mm","B","90.00","104"
"C469","C_1608","300.5mm","234mm","300.5mm","234mm","300.5mm","233.3mm","B","90.00","104"
"C497","C_1608","300.5mm","248mm","300.5mm","248mm","300.5mm","247.3mm","B","90.00","104"
"C525","C_1608","300.5mm","262mm","300.5mm","262mm","300.5mm","261.3mm","B","90.00","104"
"C553","C_1608","300.5mm","276mm","300.5mm","276mm","300.5mm","275.3mm","B","90.00","104"
"C581","C_1608","300.5mm","290mm","300.5mm","290mm","300.5mm","289.3mm","B","90.00","104"
"C609","C_1608","300.5mm","304mm","300.5mm","304mm","300.5mm","303.3mm","B","90.00","104"
"C637","C_1608","300.5mm","318mm","300.5mm","318mm","300.5mm","317.3mm","B","90.00","104"
"C665","C_1608","300.5mm","332mm","300.5mm","332mm","300.5mm","331.3mm","B","90.00","104"
"C693","C_1608","300.5mm","346mm","300.5mm","346mm","300.5mm","345.3mm","B","90.00","104"
"C721","C_1608","300.5mm","360mm","300.5mm","360mm","300.5mm","359.3mm","B","90.00","104"
"C749","C_1608","300.5mm","374mm","300.5mm","374mm","300.5mm","373.3mm","B","90.00","104"
"C777","C_1608","300.5mm","388mm","300.5mm","388mm","300.5mm","387.3mm","B","90.00","104"
"C805","C_1608","300.5mm","402mm","300.5mm","402mm","300.5mm","401.3mm","B","90.00","104"
"C833","C_1608","300.5mm","416mm","300.5mm","416mm","300.5mm","415.3mm","B","90.00","104"
"C861","C_1608","300.5mm","430mm","300.5mm","430mm","300.5mm","429.3mm","B","90.00","104"
"C889","C_1608","300.5mm","444mm","300.5mm","444mm","300.5mm","443.3mm","B","90.00","104"
"C917","C_1608","300.5mm","458mm","300.5mm","458mm","300.5mm","457.3mm","B","90.00","104"
"C945","C_1608","300.5mm","472mm","300.5mm","472mm","300.5mm","471.3mm","B","90.00","104"
"C973","C_1608","300.5mm","486mm","300.5mm","486mm","300.5mm","485.3mm","B","90.00","104"
"LED50","LED_WS2812C-2020","314.5mm","24mm","314.5mm","24mm","315.5mm","23.5mm","T","360.00","WS2812C-2020"
"LED78","LED_WS2812C-2020","314.5mm","38mm","314.5mm","38mm","315.5mm","37.5mm","T","360.00","WS2812C-2020"
"LED106","LED_WS2812C-2020","314.5mm","52mm","314.5mm","52mm","315.5mm","51.5mm","T","360.00","WS2812C-2020"
"LED134","LED_WS2812C-2020","314.5mm","66mm","314.5mm","66mm","315.5mm","65.5mm","T","360.00","WS2812C-2020"
"LED162","LED_WS2812C-2020","314.5mm","80mm","314.5mm","80mm","315.5mm","79.5mm","T","360.00","WS2812C-2020"
"LED190","LED_WS2812C-2020","314.5mm","94mm","314.5mm","94mm","315.5mm","93.5mm","T","360.00","WS2812C-2020"
"LED218","LED_WS2812C-2020","314.5mm","108mm","314.5mm","108mm","315.5mm","107.5mm","T","360.00","WS2812C-2020"
"LED246","LED_WS2812C-2020","314.5mm","122mm","314.5mm","122mm","315.5mm","121.5mm","T","360.00","WS2812C-2020"
"LED274","LED_WS2812C-2020","314.5mm","136mm","314.5mm","136mm","315.5mm","135.5mm","T","360.00","WS2812C-2020"
"LED302","LED_WS2812C-2020","314.5mm","150mm","314.5mm","150mm","315.5mm","149.5mm","T","360.00","WS2812C-2020"
"LED330","LED_WS2812C-2020","314.5mm","164mm","314.5mm","164mm","315.5mm","163.5mm","T","360.00","WS2812C-2020"
"LED358","LED_WS2812C-2020","314.5mm","178mm","314.5mm","178mm","315.5mm","177.5mm","T","360.00","WS2812C-2020"
"LED386","LED_WS2812C-2020","314.5mm","192mm","314.5mm","192mm","315.5mm","191.5mm","T","360.00","WS2812C-2020"
"LED414","LED_WS2812C-2020","314.5mm","206mm","314.5mm","206mm","315.5mm","205.5mm","T","360.00","WS2812C-2020"
"LED442","LED_WS2812C-2020","314.5mm","220mm","314.5mm","220mm","315.5mm","219.5mm","T","360.00","WS2812C-2020"
"LED470","LED_WS2812C-2020","314.5mm","234mm","314.5mm","234mm","315.5mm","233.5mm","T","360.00","WS2812C-2020"
"LED498","LED_WS2812C-2020","314.5mm","248mm","314.5mm","248mm","315.5mm","247.5mm","T","360.00","WS2812C-2020"
"LED526","LED_WS2812C-2020","314.5mm","262mm","314.5mm","262mm","315.5mm","261.5mm","T","360.00","WS2812C-2020"
"LED554","LED_WS2812C-2020","314.5mm","276mm","314.5mm","276mm","315.5mm","275.5mm","T","360.00","WS2812C-2020"
"LED582","LED_WS2812C-2020","314.5mm","290mm","314.5mm","290mm","315.5mm","289.5mm","T","360.00","WS2812C-2020"
"LED610","LED_WS2812C-2020","314.5mm","304mm","314.5mm","304mm","315.5mm","303.5mm","T","360.00","WS2812C-2020"
"LED638","LED_WS2812C-2020","314.5mm","318mm","314.5mm","318mm","315.5mm","317.5mm","T","360.00","WS2812C-2020"
"LED666","LED_WS2812C-2020","314.5mm","332mm","314.5mm","332mm","315.5mm","331.5mm","T","360.00","WS2812C-2020"
"LED694","LED_WS2812C-2020","314.5mm","346mm","314.5mm","346mm","315.5mm","345.5mm","T","360.00","WS2812C-2020"
"LED722","LED_WS2812C-2020","314.5mm","360mm","314.5mm","360mm","315.5mm","359.5mm","T","360.00","WS2812C-2020"
"LED750","LED_WS2812C-2020","314.5mm","374mm","314.5mm","374mm","315.5mm","373.5mm","T","360.00","WS2812C-2020"
"LED778","LED_WS2812C-2020","314.5mm","388mm","314.5mm","388mm","315.5mm","387.5mm","T","360.00","WS2812C-2020"
"LED806","LED_WS2812C-2020","314.5mm","402mm","314.5mm","402mm","315.5mm","401.5mm","T","360.00","WS2812C-2020"
"LED834","LED_WS2812C-2020","314.5mm","416mm","314.5mm","416mm","315.5mm","415.5mm","T","360.00","WS2812C-2020"
"LED862","LED_WS2812C-2020","314.5mm","430mm","314.5mm","430mm","315.5mm","429.5mm","T","360.00","WS2812C-2020"
"LED890","LED_WS2812C-2020","314.5mm","444mm","314.5mm","444mm","315.5mm","443.5mm","T","360.00","WS2812C-2020"
"LED918","LED_WS2812C-2020","314.5mm","458mm","314.5mm","458mm","315.5mm","457.5mm","T","360.00","WS2812C-2020"
"LED946","LED_WS2812C-2020","314.5mm","472mm","314.5mm","472mm","315.5mm","471.5mm","T","360.00","WS2812C-2020"
"LED974","LED_WS2812C-2020","314.5mm","486mm","314.5mm","486mm","315.5mm","485.5mm","T","360.00","WS2812C-2020"
"C50","C_1608","314.5mm","24mm","314.5mm","24mm","314.5mm","23.3mm","B","90.00","104"
